Artist and Title,Streams,Daily
Pink Sweat$ - At My Worst (Nikhita Gandhi Remix),"59,62,38,464","3,33,975"
Hailee Steinfeld - Most Girls,"59,60,31,697","96,392"
zzoilo - Mon Amour,"59,49,77,638","3,65,657"
Blue Swede - Hooked On A Feeling,"59,47,13,143","2,89,282"
Baby Keem - family ties,"59,44,36,056","7,73,392"
Bruce Springsteen - Dancing In the Dark,"59,42,80,930","4,27,826"
Two Feet - Go Fuck Yourself,"59,38,79,784","2,16,205"
Corinne Bailey Rae - Put Your Records On,"59,38,72,053","4,01,208"
The Police - Roxanne,"59,29,57,337","6,30,276"
Alan Walker - On My Way,"59,28,06,551","2,97,340"
Drake - Teenage Fever,"59,26,09,172","5,63,625"
Khalid - OTW,"59,23,22,735","1,25,607"
Lost Frequencies - Reality,"59,22,96,355","3,62,175"
Plan B - Es un Secreto,"59,19,35,232","10,60,815"
The Beatles - Let It Be,"59,14,91,379","2,99,940"
grandson - Blood // Water,"59,11,66,804","2,39,263"
Jax Jones - You Don't Know Me,"59,10,81,711","1,16,108"
Rihanna - Where Have You Been,"59,10,35,144","4,06,816"
Labrinth - Formula,"59,08,46,956","8,34,596"
Cardi B - Up,"59,06,79,661","2,56,562"
Patrick Watson - Je te laisserai des mots,"59,05,86,217","7,16,537"
Fugees - Killing Me Softly With His Song,"58,97,87,551","3,60,449"
TiÃ«sto - Don't Be Shy,"58,97,26,119","4,49,138"
Lady Gaga - Telephone,"58,95,45,713","3,80,971"
Carlos Vives - Robarte Un Beso,"58,92,33,410","2,24,030"
Sia - Cheap Thrills,"58,88,56,618","3,12,737"
Little Mix - Black Magic,"58,87,46,705","1,92,189"
Dua Lipa - Kiss and Make Up,"58,87,17,319","1,99,146"
blackbear - do re mi,"58,86,11,186","1,30,871"
Rascal Flatts - Life is a Highway,"58,85,96,168","4,68,225"
The Chainsmokers - This Feeling,"58,85,25,182","1,43,179"
Sech - RelaciÃ³n,"58,82,85,275","1,36,856"
Martin Garrix - There for You,"58,81,17,820","73,980"
R. Kelly - Ignition,"58,77,63,702","1,31,204"
Kygo - Stay,"58,76,63,758","66,246"
Bad Bunny - Amorfoda,"58,74,68,832","2,26,642"
BTS - DNA,"58,73,69,739","1,55,482"
Luis Miguel - Ahora Te Puedes Marchar,"58,70,62,142","4,35,037"
Billie Eilish - all the good girls go to hell,"58,70,56,408","1,97,517"
Silk City - Electricity,"58,69,88,783","1,25,878"
Bad Bunny - Sensualidad,"58,66,93,986","1,55,895"
BLACKPINK - Pink Venom,"58,63,79,448","6,65,560"
The Chainsmokers - Call You Mine,"58,63,03,504","1,17,529"
Snakehips - All My Friends,"58,63,00,900","1,06,774"
Travis Scott - YOSEMITE,"58,58,66,033","2,42,860"
DJ Khaled - No Brainer,"58,57,36,204","70,067"
Kina - Can We Kiss Forever?,"58,52,59,622","2,02,681"
Fleetwood Mac - Landslide,"58,39,60,000","3,59,994"
Disclosure - You & Me,"58,24,55,357","2,08,527"
Dua Lipa - Love Again,"58,19,20,088","4,39,509"
Soundgarden - Black Hole Sun,"58,18,48,575","3,37,077"
Halsey - Bad At Love,"58,16,75,396","2,17,330"
Maluma - HP,"58,14,90,755","1,47,678"
Mac DeMarco - Chamber Of Reflection,"58,05,10,136","5,51,548"
P!nk - Raise Your Glass,"58,00,87,290","3,81,011"
A$AP Rocky - Everyday,"57,96,32,475","2,37,464"
Bon Iver - Skinny Love,"57,95,07,395","1,99,326"
Lil Xan - Betrayed,"57,93,72,406","87,697"
ArcÃ¡ngel - La Jumpa,"57,92,62,585","8,02,417"
Tove Lo - Stay High,"57,91,96,358","1,36,996"
Sam Fischer - This City,"57,91,58,891","2,21,853"
Tove Lo - Habits (Stay High),"57,90,59,362","1,28,572"
Skillet - Monster,"57,90,23,151","3,83,310"
Black Eyed Peas - Pump It,"57,88,12,669","4,47,419"
Extreme - More Than Words,"57,87,05,560","3,11,637"
BeyoncÃ© - Single Ladies (Put a Ring on It),"57,85,87,975","3,03,649"
Labrinth - Still Don't Know My Name,"57,81,37,558","3,27,070"
Troye Sivan - Strawberries & Cigarettes,"57,80,82,764","4,04,912"
BeyoncÃ© - Love On Top,"57,79,90,609","2,83,807"
5 Seconds of Summer - Teeth,"57,78,45,786","3,58,032"
America - A Horse with No Name,"57,73,67,650","3,27,379"
Kendrick Lamar - Swimming Pools (Drank),"57,73,57,612","4,39,855"
Ricky Martin - Vente Pa' Ca,"57,69,70,985","1,37,383"
Lizzo - Good as Hell,"57,68,90,263","1,88,970"
RAYE - Escapism.,"57,66,22,228","8,91,574"
Ozzy Osbourne - Crazy Train,"57,63,59,297","3,92,715"
Miley Cyrus - Midnight Sky,"57,61,75,854","2,34,791"
Migos - Slippery,"57,61,28,467","91,326"
Ed Sheeran - Tenerife Sea,"57,58,34,500","1,07,652"
The xx - Intro,"57,50,33,530","2,54,041"
Dua Lipa - Be the One,"57,47,31,159","1,91,203"
Adele - Water Under the Bridge,"57,46,45,645","2,95,113"
Waka Flocka Flame - No Hands,"57,43,78,764","4,12,510"
John Lennon - Imagine,"57,40,43,037","3,05,369"
Rauw Alejandro - Tattoo,"57,39,75,006","2,05,232"
R3HAB - All Around The World (La La La),"57,36,78,555","2,69,702"
PARTYNEXTDOOR - Break from Toronto,"57,32,31,449","8,74,704"
The Chainsmokers - All We Know,"57,32,22,856","1,16,087"
Kelly Clarkson - Stronger (What Doesn't Kill You),"57,31,40,496","3,05,130"
Stromae - Alors on danse,"57,28,68,669","4,10,611"
The Calling - Wherever You Will Go,"57,13,30,136","3,36,990"
3 Doors Down - Here Without You,"57,07,37,556","2,96,526"
Rae Sremmurd - Come Get Her,"56,99,12,656","2,25,310"
Green Day - Good Riddance (Time of Your Life),"56,98,81,858","5,66,421"
Kanye West - All Of The Lights,"56,98,24,869","3,85,666"
Justin Bieber - Beauty And A Beat,"56,96,32,338","10,88,881"
Kendrick Lamar - LOYALTY. FEAT. RIHANNA.,"56,95,77,451","3,27,922"
OneRepublic - Rescue Me,"56,89,29,636","1,85,396"
Thomas Rhett - Die A Happy Man,"56,80,51,796","2,15,733"
Travie McCoy - Billionaire,"56,80,25,479","3,97,638"
Kygo - Remind Me to Forget,"56,76,01,153","1,01,285"
The Game - Hate It Or Love It,"56,73,19,375","6,57,717"
T-Pain - Buy U a Drank (Shawty Snappin'),"56,71,09,186","2,82,803"
Lou Bega - Mambo No. 5 (a Little Bit of...),"56,70,87,199","3,07,113"
Maluma - CorazÃ³n,"56,62,30,832","1,20,228"
Rihanna - Disturbia,"56,60,15,989","4,53,933"
Bruno Mars - Count on Me,"56,59,64,954","3,26,147"
Childish Gambino - This Is America,"56,55,23,428","1,07,490"
Kansas - Carry on Wayward Son,"56,53,21,404","3,07,070"
Redbone - Come and Get Your Love,"56,50,06,500","5,06,693"
Gloria Gaynor - I Will Survive,"56,50,06,500","5,06,693"
Naughty Boy - La La La,"56,44,05,096","2,83,709"
David Guetta - Say My Name,"56,41,22,011","1,62,761"
Tove Lo - Talking Body,"56,37,39,936","1,74,424"
Migos - MotorSport,"56,32,40,165","1,14,988"
Dire Straits - Walk Of Life,"56,32,34,661","4,25,277"
Years & Years - King,"56,31,40,039","2,68,378"
Frank Sinatra - Fly Me To The Moon (In Other Words),"56,29,03,170","2,78,591"
Taylor Swift - The Man,"56,26,08,640","7,57,205"
Bill Withers - Lovely Day,"56,21,10,378","4,55,852"
Kid Cudi - Pursuit Of Happiness,"56,19,58,252","2,02,255"
Pitbull - Feel This Moment,"56,19,32,348","4,10,879"
Camilo - Tutu,"56,07,28,046","1,32,342"
Culture Club - Karma Chameleon,"56,06,62,116","3,79,289"
Kendrick Lamar - Alright,"56,05,40,104","5,00,244"
Shawn Mendes - Monster (Shawn Mendes & Justin Bieber),"56,05,16,869","1,66,793"
Zion & Lennox - La player (Bandolera),"56,04,85,873","1,55,901"
Wiz Khalifa - Black and Yellow,"56,04,27,988","2,87,852"
Anitta - Envolver,"56,02,08,206","2,95,964"
J Balvin - Bonita,"56,00,69,959","1,63,490"
Juice WRLD - Wasted,"56,00,05,065","2,16,023"
Sam Feldt - Post Malone,"55,99,03,056","1,01,541"
Johnny Cash - Hurt,"55,98,85,650","1,92,843"
Dan + Shay - Tequila,"55,98,49,698","1,68,693"
David Guetta - Bad,"55,97,65,997","1,64,095"
One Direction - 18,"55,96,44,447","4,15,174"
Gente De Zona - La Gozadera,"55,96,22,734","2,04,253"
One Direction - Little Things,"55,95,99,978","1,79,511"
Ritt Momney - Put Your Records On,"55,94,76,979","1,86,429"
"$uicideboy$ - ...And to Those I Love, Thanks for Sticking Around","55,94,12,166","4,38,808"
Kanye West - Black Skinhead,"55,93,31,418","2,18,218"
Alessia Cara - Here,"55,93,30,138","1,81,193"
Louis Tomlinson - Back to You,"55,91,93,040","71,764"
Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),"55,90,24,687","2,71,564"
Burak Yeter - Tuesday,"55,87,49,131","1,46,342"
XXXTENTACION - Arms Around You,"55,86,44,993","1,06,251"
Jason Derulo - Whatcha Say,"55,84,35,623","3,68,009"
Boza - Hecha Pa' Mi,"55,83,94,847","2,88,535"
Flo Rida - Good Feeling,"55,81,81,816","3,23,845"
Train - Drive By,"55,77,70,134","3,55,070"
J. Cole - She Knows,"55,77,30,941","2,96,673"
Post Malone - Take What You Want,"55,76,35,669","2,25,376"
The Script - Superheroes,"55,75,50,626","1,94,602"
Taylor Swift - You Belong With Me,"55,68,08,726","3,96,813"
Shawn Mendes - I Know What You Did Last Summer,"55,66,29,565","1,63,756"
BeyoncÃ© - Drunk in Love,"55,66,21,058","1,98,617"
JP Cooper - September Song,"55,65,73,455","1,04,817"
Post Malone - One Right Now,"55,65,24,993","3,49,899"
PARTYNEXTDOOR - Come and See Me,"55,64,92,317","2,01,171"
Audioslave - Like a Stone,"55,64,31,975","3,78,828"
Jay Rock - King's Dead,"55,63,59,374","1,49,387"
Foo Fighters - Best of You,"55,63,39,266","3,11,155"
Bazzi - I.F.L.Y.,"55,62,27,358","1,49,001"
Stevie Wonder - Superstition,"55,54,92,151","2,47,382"
Tropical Florida - Good Feeling,"55,48,69,467","2,99,962"
Nicky Jam - El Amante,"55,45,62,332","1,02,354"
Chino & Nacho - Andas En Mi Cabeza,"55,45,19,562","1,93,927"
6ix9ine - BEBE,"55,43,62,881","1,32,581"
Miley Cyrus - The Climb,"55,41,23,403","3,37,170"
Cascada - Everytime We Touch,"55,39,77,447","3,40,900"
The Cure - Boys Don't Cry,"55,39,38,790","5,67,009"
Soulja Boy - Kiss Me Thru The Phone,"55,23,44,109","3,93,069"
Alicia Keys - Girl on Fire,"55,21,52,980","3,31,495"
P!nk - Try,"55,20,19,195","3,65,440"
"KAROL G - Ay, DiOs MÃ­o!","55,17,81,087","1,89,696"
Gera MX - Botella Tras Botella,"55,14,85,138","3,85,835"
Zion & Lennox - Yo Voy,"55,10,36,514","4,88,660"
Eiffel 65 - Blue (Da Ba Dee),"55,09,54,255","2,80,367"
Ne-Yo - Miss Independent,"55,05,63,655","4,26,611"
CKay - love nwantiti,"55,05,51,475","2,12,343"
Famous Dex - PICK IT UP,"55,04,85,958","1,41,626"
ArcÃ¡ngel - Sigues Con El,"55,03,36,451","1,44,930"
Adele - All I Ask,"55,01,87,450","3,34,459"
Kanye West - Famous,"55,00,87,802","2,29,183"
J Balvin - Rojo,"54,99,00,142","1,77,278"
Bazzi - Paradise,"54,93,68,430","1,38,668"
Bring Me The Horizon - Can You Feel My Heart,"54,93,47,518","3,35,143"
Anuel AA - Hasta Que Dios Diga,"54,92,95,289","5,13,687"
Rae Sremmurd - No Type,"54,91,40,647","1,43,714"
Lil Wayne - Love Me,"54,89,83,644","7,44,673"
Post Malone - Stay,"54,88,96,514","2,15,229"
ScHoolboy Q - Collard Greens,"54,88,81,841","2,64,380"
J Balvin - No Es Justo,"54,88,14,712","1,37,779"
Muse - Uprising,"54,86,73,448","2,46,349"
Duke Dumont - Ocean Drive,"54,84,12,733","2,85,672"
Queen - I Want To Break Free,"54,81,55,932","2,72,961"
Lorde - Green Light,"54,77,18,888","1,61,653"
Led Zeppelin - Whole Lotta Love,"54,75,49,398","2,55,472"
Cardi B - Money,"54,66,21,862","1,34,700"
King Princess - 1950,"54,65,83,675","98,754"
Fitz and The Tantrums - Out of My League,"54,64,04,441","4,22,717"
Mac Miller - Weekend,"54,62,37,652","2,75,942"
Chris Brown - Ayo,"54,60,69,953","1,54,883"
Lynyrd Skynyrd - Free Bird,"54,59,20,965","4,12,121"
UB40 - Red Red Wine,"54,56,80,338","2,95,212"
Natasha Bedingfield - Unwritten,"54,56,55,039","3,50,428"
Drake - Portland,"54,56,26,061","1,50,423"
Alan Walker - Darkside,"54,54,95,651","1,88,135"
Drake - Take Care,"54,54,72,934","2,79,432"
Lana Del Rey - Born To Die,"54,48,10,553","5,37,710"
Paul Simon - You Can Call Me Al,"54,45,70,453","2,82,715"
Marc Anthony - Vivir Mi Vida,"54,43,96,346","2,64,324"
Los Enanitos Verdes - Lamento Boliviano,"54,41,86,992","4,88,769"
Zara Larsson - Ruin My Life,"54,41,32,550","99,584"
Stealers Wheel - Stuck In The Middle With You,"54,41,25,976","4,29,319"
Taylor Swift - ...Ready For It?,"54,40,78,243","5,66,977"
Harry Styles - Sweet Creature,"54,40,04,239","1,93,650"
Gwen Stefani - Hollaback Girl,"54,33,87,271","2,94,425"
21 Savage - X,"54,29,06,272","1,53,507"
OneRepublic - Secrets,"54,27,91,243","2,63,240"
Metro Boomin - 10 Freaky Girls,"54,25,90,222","3,35,935"
Becky G - Cuando Te BesÃ©,"54,25,74,273","1,71,092"
The Rolling Stones - Start Me Up,"54,25,61,377","3,82,936"
Yusuf / Cat Stevens - Wild World,"54,25,52,578","3,48,110"
Drake - Headlines,"54,25,40,296","4,53,954"
Dexys Midnight Runners - Come On Eileen,"54,21,74,594","2,97,988"
THE ANXIETY - Meet Me At Our Spot,"54,19,54,404","2,48,387"
Colbie Caillat - Bubbly,"54,16,46,267","2,75,077"
The Killers - When You Were Young,"54,13,59,956","3,14,946"
Drake - Best I Ever Had,"54,11,39,165","3,91,237"
The Beatles - Yesterday,"54,07,86,528","3,40,219"
Kendrick Lamar - King Kunta,"54,05,19,537","2,04,914"
Tom Walker - Leave a Light On,"54,03,01,286","2,39,052"
The Kooks - Naive,"54,02,23,752","2,85,087"
Meghan Trainor - NO,"54,00,06,243","3,10,090"
Eagles - Take It Easy,"53,91,31,063","4,60,113"
Katy Perry - Chained To The Rhythm,"53,87,05,307","1,07,965"
Eyedress - Jealous,"53,84,02,587","7,74,860"
Billie Eilish - No Time To Die,"53,82,06,148","2,70,788"
Joji - Sanctuary,"53,80,19,504","3,18,988"
Linkin Park - One Step Closer,"53,79,61,311","4,85,696"
Miguel - Sky Walker,"53,79,52,400","1,57,926"
Meghan Trainor - Made You Look,"53,73,77,686","7,31,169"
50 Cent - 21 Questions,"53,72,76,947","4,50,218"
BeyoncÃ© - Irreplaceable,"53,72,56,220","2,69,113"
P!nk - So What,"53,72,30,464","3,15,806"
Ozuna - Una Locura,"53,68,52,375","2,12,049"
Dolly Parton - Jolene,"53,64,99,372","3,06,786"
BeyoncÃ© - 7/11,"53,64,27,427","1,19,617"
Playboi Carti - Sky,"53,61,53,632","6,70,573"
Nio Garcia - AM Remix,"53,61,41,022","1,65,842"
"Stevie Wonder - Signed, Sealed, Delivered (I'm Yours)","53,58,01,919","3,32,431"
Lil Baby - Freestyle,"53,57,76,191","6,78,782"
MÃ¶tley CrÃ¼e - Kickstart My Heart,"53,57,15,201","3,97,718"
Auli'i Cravalho - How Far I'll Go,"53,51,30,887","2,91,114"
Rauw Alejandro - Reloj,"53,50,52,917","1,83,393"
Katy Perry - Unconditionally,"53,50,39,165","3,53,303"
$uicideboy$ - Kill Yourself (Part III),"53,43,67,154","3,74,989"
Mitski - Washing Machine Heart,"53,40,16,651","5,94,045"
Shawn Mendes - Wonder,"53,38,75,587","2,39,624"
MÃ - Final Song,"53,33,12,540","60,269"
Jet - Are You Gonna Be My Girl,"53,31,70,404","3,13,834"
Kygo - Born To Be Yours,"53,30,01,552","1,38,546"
Billie Eilish - watch,"53,29,44,340","4,34,644"
Paulo Londra - Nena MaldiciÃ³n,"53,28,14,524","2,93,270"
Sebastian Yatra - Tacones Rojos,"53,28,06,333","4,36,017"
Ava Max - So Am I,"53,27,16,761","1,92,152"
"ROSALÃA - Yo x Ti, Tu x Mi","53,25,36,131","1,86,164"
Taylor Swift - Lavender Haze,"53,24,18,836","8,04,491"
"Beach Weather - Sex, Drugs, Etc.","53,24,10,523","10,04,203"
Mike Posner - Cooler Than Me,"53,23,31,541","3,47,575"
Daft Punk - One More Time,"53,19,67,177","2,82,844"
Alejandro FernÃ¡ndez - Me DediquÃ© a Perderte,"53,19,38,482","3,18,236"
Selena Gomez - Kill Em With Kindness,"53,19,26,392","79,097"
Lady Gaga - Born This Way,"53,11,81,448","3,12,975"
Doja Cat - Get Into It (Yuh),"53,10,32,759","3,45,335"
Ozuna - Baila Baila Baila,"53,10,19,516","1,46,519"
David Kushner - Daylight,"53,09,30,436","29,21,369"
MGMT - Little Dark Age,"53,03,76,116","4,71,196"
Depeche Mode - Enjoy the Silence,"53,03,52,808","4,29,013"
Maluma - Sobrio,"53,00,60,980","2,54,210"
Iggy Azalea - Black Widow,"52,92,93,924","1,50,711"
Morgan Wallen - Last Night,"52,91,70,166","20,14,143"
Ed Sheeran - Sing,"52,91,48,239","1,03,379"
JENNIE - SOLO,"52,89,45,102","3,17,282"
The Strokes - Last Nite,"52,86,66,472","3,03,725"
Christian Nodal - AdiÃ³s Amor,"52,85,41,542","2,56,140"
Lana Del Rey - Doin' Time,"52,83,54,463","6,98,254"
One Direction - History,"52,82,60,957","1,71,967"
The Beatles - Hey Jude,"52,82,44,924","1,94,559"
Natalia Lafourcade - Hasta la RaÃ­z,"52,80,49,093","4,22,872"
The Rolling Stones - Gimme Shelter,"52,80,43,564","3,03,458"
Echosmith - Cool Kids,"52,78,21,541","1,53,927"
BLACKPINK - Ice Cream,"52,77,50,744","2,27,288"
Olivia Rodrigo - brutal,"52,70,86,697","5,37,054"
BeyoncÃ© - If I Were a Boy,"52,62,85,345","2,11,384"
Sech - Otro Trago,"52,62,68,047","1,18,915"
Daniel Powter - Bad Day,"52,62,52,035","2,18,609"
Bacilos - Caraluna,"52,61,13,490","4,15,639"
Nicky Jam - Te RobarÃ©,"52,60,32,401","94,740"
Drake - Marvins Room,"52,58,78,500","2,91,824"
Loren Allred - Never Enough,"52,57,40,438","1,66,399"
Pink Floyd - Comfortably Numb,"52,55,05,784","2,63,141"
AronChupa - I'm an Albatraoz,"52,54,62,060","1,62,486"
J Balvin - Safari,"52,51,87,143","1,34,522"
The Cinematic Orchestra - To Build A Home,"52,50,77,347","2,65,820"
Chase Atlantic - Swim,"52,48,80,469","5,61,613"
Marshmello - Alone,"52,48,79,402","1,24,437"
Adele - Love In The Dark,"52,48,69,197","8,45,136"
Snoop Dogg - Drop It Like It's Hot,"52,47,45,043","2,78,764"
Pop Smoke - Hello,"52,46,98,627","2,42,590"
Scorpions - Rock You Like a Hurricane,"52,46,38,570","3,17,169"
Oliver Tree - Miss You,"52,45,12,592","5,72,861"
Ski Mask The Slump God - Faucet Failure,"52,43,85,669","1,85,469"
Marc SeguÃ­ - Tiroteo,"52,43,49,847","5,63,086"
Europe - The Final Countdown,"52,43,17,838","3,22,396"
Zedd - Clarity,"52,41,95,044","2,39,551"
The Script - The Man Who Can't Be Moved,"52,41,87,140","3,09,563"
Aretha Franklin - Respect,"52,40,83,420","3,13,944"
Nirvana - Lithium,"52,40,53,877","3,09,076"
Mora - LA INOCENTE,"52,35,41,268","10,34,524"
Sia - Thunderclouds,"52,33,24,868","1,30,765"
Baby Keem - ORANGE SODA,"52,31,59,587","6,01,640"
Pop Smoke - The Woo,"52,28,91,349","1,57,410"
Logic - Everyday,"52,28,40,408","75,897"
Manuel Turizo - La Nota,"52,27,05,840","1,77,651"
The Who - Baba O'Riley,"52,25,21,550","2,94,832"
The All-American Rejects - Gives You Hell,"52,23,84,934","2,30,307"
Bryan Adams - (Everything I Do) I Do It For You,"52,23,76,257","2,68,804"
One Direction - You & I,"52,21,70,648","2,41,194"
Central Cee - Doja,"52,21,36,264","8,73,270"
Nick Jonas - Close,"52,19,60,052","96,914"
Phil Collins - You Can't Hurry Love,"52,19,39,337","3,39,157"
Lil Skies - Lust,"52,18,83,667","1,48,659"
The Chainsmokers - Who Do You Love,"52,15,75,375","98,962"
Jeremy Zucker - you were good to me,"52,15,16,922","1,66,362"
JosÃ© Feliciano - Feliz Navidad,"52,13,29,253","38,294"
Aretha Franklin - I Say a Little Prayer,"52,12,47,854","2,77,388"
Kygo - Stargazing,"52,12,24,747","63,742"
YNW Melly - Suicidal,"52,10,62,589","2,04,256"
Halsey - You should be sad,"52,10,41,880","1,36,308"
Piso 21 - Pa' Olvidarme De Ella,"52,02,68,954","2,43,918"
BTS - Euphoria,"52,00,40,189","2,61,581"
Lil Nas X - HOLIDAY,"51,96,67,460","1,37,868"
Camilo - Vida de Rico,"51,95,98,374","2,04,239"
Owl City - Good Time,"51,92,00,111","3,11,547"
Charlie Puth - Light Switch,"51,89,91,113","3,77,605"
Dove Cameron - Boyfriend,"51,86,12,647","4,66,193"
BLACKPINK - Shut Down,"51,85,74,282","6,76,594"
BeyoncÃ© - Run the World (Girls),"51,83,64,621","1,84,266"
DJ Luian - Verte Ir,"51,80,49,570","1,36,507"
NF - Lie,"51,78,22,930","2,45,350"
The Temper Trap - Sweet Disposition,"51,77,29,942","2,84,650"
"John Denver - Take Me Home, Country Roads","51,77,22,025","2,20,524"
Gucci Mane - I Get the Bag,"51,74,60,348","1,29,576"
Britney Spears - Gimme More,"51,74,17,732","4,71,006"
TV Girl - Lovers Rock,"51,73,60,458","10,67,387"
"Daya - Sit Still, Look Pretty","51,72,51,821","1,65,101"
Alan Walker - All Falls Down,"51,64,83,739","94,752"
Gwen Stefani - The Sweet Escape,"51,62,37,904","3,94,350"
Green Day - 21 Guns,"51,59,49,187","2,75,698"
Dean Lewis - Waves,"51,58,63,631","2,06,153"
Doja Cat - Ain't Shit,"51,58,00,742","3,99,873"
Majestic - Rasputin,"51,57,17,832","2,93,687"
Rick Springfield - Jessie's Girl,"51,56,71,133","2,93,744"
Ozuna - Solita,"51,55,33,691","1,75,047"
Daft Punk - Instant Crush,"51,51,10,283","2,32,948"
Linkin Park - Faint,"51,51,05,091","5,26,155"
Sheppard - Geronimo,"51,48,67,534","2,28,094"
BTS - Blood Sweat & Tears,"51,48,08,573","1,51,718"
Rex Orange County - Sunflower,"51,47,67,848","1,66,893"
Juice WRLD - Righteous,"51,47,56,289","1,42,907"
Travis Scott - CAN'T SAY,"51,47,18,002","3,26,843"
The Rolling Stones - Sympathy For The Devil,"51,45,59,319","2,61,942"
Yot Club - YKWIM?,"51,44,06,610","4,87,746"
Eminem - My Name Is,"51,43,10,894","2,68,176"
Dayglow - Can I Call You Tonight?,"51,39,94,129","2,76,570"
Saweetie - Best Friend,"51,39,83,650","2,49,281"
Nicky Jam - Hasta el Amanecer,"51,37,86,864","1,82,693"
Demi Lovato - Confident,"51,37,24,374","1,70,363"
J. Cole - G.O.M.D,"51,35,68,309","1,65,990"
The Weeknd - Wicked Games,"51,35,54,498","2,54,121"
Drake - Forever,"51,34,51,275","2,81,925"
Dua Lipa - Blow Your Mind (Mwah),"51,32,70,116","1,33,607"
ZZ Top - La Grange,"51,31,74,984","3,07,845"
Mac DeMarco - My Kind of Woman,"51,29,74,480","4,81,800"
Breaking Benjamin - The Diary of Jane,"51,28,42,526","2,66,589"
The Vamps - Somebody To You,"51,27,69,604","3,02,769"
"Alan Walker - Alone, Pt. II","51,26,40,788","3,41,931"
BLACKPINK - As If It's Your Last,"51,25,37,687","3,20,266"
DJ Snake - Turn Down for What,"51,23,51,071","1,21,407"
Rita Ora - Anywhere,"51,21,03,190","74,158"
Oliver Tree - Life Goes On,"51,19,02,750","2,36,794"
Sebastian Yatra - Un AÃ±o,"51,18,41,734","2,18,211"
League of Legends - Legends Never Die,"51,16,86,017","2,63,588"
Michael Jackson - Thriller,"51,14,14,536","2,69,280"
Cher - Believe,"51,13,47,534","3,42,004"
Commodores - Easy,"51,11,62,804","3,16,740"
Nicki Minaj - Only,"51,08,19,012","1,96,905"
John Mayer - Your Body Is a Wonderland,"51,07,52,660","1,69,994"
Morat - Cuando Nadie Ve,"51,04,86,262","4,03,490"
Mac Miller - The Spins,"51,01,14,743","6,27,400"
One Direction - Best Song Ever,"50,99,10,722","2,71,444"
The Cranberries - Linger,"50,97,97,905","3,58,512"
Manu Chao - Me Gustas Tu,"50,97,54,029","7,38,484"
Jeremih - Don't Tell 'Em,"50,97,17,020","1,74,485"
Russ - What They Want,"50,95,91,121","2,34,333"
Danny Ocean - Dembow,"50,94,50,974","2,43,099"
Kehlani - Nights Like This,"50,94,13,530","2,53,008"
Akon - Lonely,"50,91,85,622","5,14,990"
Hugh Jackman - The Greatest Show,"50,90,90,629","1,41,359"
Marshmello - One Thing Right,"50,88,66,101","1,41,775"
Jimin - Like Crazy,"50,85,82,168","28,00,120"
Natanael Cano - AMG,"50,85,70,913","10,39,910"
Zach Bryan - Something in the Orange,"50,83,35,710","14,52,268"
Tame Impala - Borderline,"50,82,13,230","5,57,523"
Simon & Garfunkel - Mrs. Robinson,"50,81,69,768","2,59,034"
Trippie Redd - Taking A Walk,"50,81,63,288","2,59,802"
Roddy Ricch - High Fashion,"50,80,96,480","1,14,712"
The Smashing Pumpkins - 1979,"50,80,77,133","3,39,009"
J. Cole - Power Trip,"50,80,09,053","3,49,971"
John Travolta - You're The One That I Want,"50,79,26,760","4,23,589"
John Mayer - Free Fallin',"50,76,44,318","1,40,587"
Aventura - Ella Y Yo,"50,75,27,101","4,87,936"
The Pussycat Dolls - Don't Cha,"50,70,02,441","2,93,852"
David Guetta - Where Them Girls At,"50,69,10,093","3,01,075"
Slipknot - Psychosocial,"50,68,38,087","3,26,020"
Martin Garrix - Ocean,"50,66,27,379","98,326"
Bryan Adams - Heaven,"50,66,14,228","3,58,289"
Simon & Garfunkel - The Sound of Silence,"50,64,94,992","2,45,193"
Mariah Carey - We Belong Together,"50,63,95,363","3,68,654"
Ed Sheeran - Lego House,"50,61,46,181","1,76,507"
Morgan Wallen - Wasted On You,"50,60,64,239","7,80,202"
Black Eyed Peas - MAMACITA,"50,58,85,287","1,02,171"
XXXTENTACION - Carry On,"50,57,73,451","1,43,062"
Flo Rida - Right Round,"50,55,81,784","3,58,206"
Fergie - Big Girls Don't Cry (Personal),"50,53,94,639","2,52,096"
U2 - One,"50,52,36,151","2,54,533"
Julia Michaels - Heaven,"50,47,02,516","1,77,760"
B.o.B - Nothin' on You,"50,46,07,045","3,73,218"
Wheatus - Teenage Dirtbag,"50,45,47,443","3,92,360"
Steve Aoki - Just Hold On,"50,43,83,947","48,004"
Roxette - It Must Have Been Love,"50,41,27,448","3,71,969"
Nelly - Ride Wit Me,"50,41,25,987","3,05,462"
Nelly Furtado - Maneater,"50,38,41,596","5,83,366"
Summer Walker - Girls Need Love,"50,37,88,887","4,54,192"
Brett Young - In Case You Didn't Know,"50,37,38,196","2,00,519"
2Pac - All Eyez On Me,"50,36,66,747","3,50,536"
Rauw Alejandro - LOKERA,"50,35,71,529","6,04,210"
Lil Baby - Pure Cocaine,"50,33,93,575","5,94,660"
Lorde - Ribs,"50,32,38,841","3,43,324"
PUBLIC - Make You Mine,"50,32,34,695","1,94,079"
Jessie J - Flashlight,"50,30,03,235","1,60,018"
Maroon 5 - Sunday Morning,"50,27,97,329","2,74,929"
Justin Bieber - Company,"50,26,47,426","3,98,882"
